Prefixo;grupo;codigo_ativo;data_referencia;data_vencimento;percentual_taxa;taxa_compra;taxa_venda;taxa_indicativa;desvio_padrao;val_min_intervalo;val_max_intervalo;pu;percent_pu_par;duration;percent_reune;emissor
consultoria;IPCA SPREAD;PETR26;2026-05-19;2029-01-15;IPCA + 4,2186%;7.4576;7.1353;7.3326;0.15;7.17;7.48;1399.78879;92.93;626.0;--;PETRÓLEO BRASILEIRO S/A - PETROBRAS (*) (**)
consultoria;DI SPREAD;PGMN26;2026-05-19;2028-11-05;DI + 2,2000%;1.771;1.3166;1.5509;0.04;1.5;1.59;1017.400855;101.11;437.0;--;EMPREENDIMENTOS PAGUE MENOS S/A (*)
consultoria;IPCA SPREAD;PLSB1A;2026-05-19;2031-10-15;IPCA + 5,8550%;9.5443;9.1845;9.3545;0.14;9.2;9.5;1098.71933;90.54;760.0;45%;AUTOPISTA LITORAL SUL S/A. (*)
consultoria;IPCA SPREAD;POTE12;2026-05-19;2042-10-15;IPCA + 7,0416%;8.3974;8.1236;8.2449;0.05;8.19;8.29;94.253955;93.9;1386.0;--;POTENGI HOLDINGS S.A. (*)
consultoria;IPCA SPREAD;PRSS11;2026-05-19;2040-02-15;IPCA + 8,6141%;8.7992;8.4605;8.6274;0.06;8.56;8.69;1167.941345;99.91;1685.0;--;PAX INVESTIMENTOS EM AEROPORTOS S.A (*)
consultoria;DI SPREAD;PSAN23;2026-05-19;2030-03-18;DI + 2,7000%;2.6809;2.0;2.3096;0.1;2.2;2.41;1038.212753;101.1;729.0;--;PARSAN S.A. (*)
consultoria;DI SPREAD;RDORG9;2026-05-19;2036-01-10;DI + 1,3000%;1.3468;1.0642;1.229;0.04;1.18;1.27;1059.432613;100.33;1209.0;--;REDE DOR SÃO LUIZ S/A (*)
consultoria;DI SPREAD;RECV13;2026-05-19;2032-07-04;DI + 1,1000%;0.9476;0.4183;0.6701;0.22;0.44;0.89;1071.13014;101.51;892.0;--;PETRORECONCAVO S.A. (*)
consultoria;DI SPREAD;RENTE2;2026-05-19;2030-05-20;DI + 1,2000%;1.2553;0.8461;1.069;0.15;0.91;1.22;1078.040467;100.37;734.0;--;LOCALIZA RENT A CAR (*)
consultoria;IPCA SPREAD;RESA17;2026-05-19;2029-03-15;IPCA + 5,9219%;;;;;;;533.771407;42.6;;--;RAIZEN ENERGIA S/A (*) (**)
consultoria;IPCA SPREAD;RIGEA3;2026-05-19;2029-05-15;IPCA + 5,9853%;7.9081;7.593;7.8088;0.17;7.63;7.98;1142.480093;96.11;584.0;--;RGE SUL DISTRIBUIDORA DE ENERGIA S/A (*)
consultoria;IPCA SPREAD;RIS412;2026-05-19;2034-01-15;IPCA + 6,9000%;13.882;12.0905;13.3699;0.78;12.58;14.15;9.12409;78.29;1015.0;35%;AGUAS DO RIO 4 SPE S.A (*)
consultoria;IPCA SPREAD;RISP14;2026-05-19;2034-09-15;IPCA + 7,3591%;13.9569;11.7212;13.3455;0.54;12.8;13.89;0.872482;77.85;1126.0;35%;SPE SANEAMENTO RIO 1 S.A (*)
consultoria;IPCA SPREAD;RISP22;2026-05-19;2042-01-15;IPCA + 7,2000%;12.5335;11.3167;11.6411;0.36;11.28;12.0;8.489692;72.77;1859.0;45%;SPE SANEAMENTO RIO 1 S.A (*)
consultoria;DI SPREAD;RNDNB0;2026-05-19;2029-11-09;DI + 1,6900%;2.4881;1.954;2.2382;0.22;2.01;2.46;990.404675;98.68;620.0;--;RANDON S.A. IMPLEMENTOS E PARTICIPACOES (*)
consultoria;IPCA SPREAD;RSAN16;2026-05-19;2034-09-15;IPCA + 6,9875%;10.6826;9.9526;10.3568;1.12;9.23;11.47;923.403396;83.83;1410.0;--;COMPANHIA RIOGRANDENSE DE SANEAMENTO - CORSAN (*)
consultoria;IPCA SPREAD;RUMOB7;2026-05-19;2033-05-15;IPCA + 6,1830%;9.2582;8.8691;9.0002;0.17;8.82;9.17;979.620496;86.1;1425.0;--;RUMO S/A (*)
consultoria;DI SPREAD;SAELA4;2026-05-19;2029-09-04;DI + 0,8000%;0.85;0.5499;0.7;0.0;0.7;0.7;1032.414358;100.26;667.0;--;ENERGISA PARAIBA - DISTR.DE ENERGIA S/A
consultoria;IPCA SPREAD;SAELA7;2026-05-19;2035-10-15;IPCA + 7,2318%;8.1878;7.9213;8.0545;0.06;7.99;8.11;984.9763;94.85;1731.0;5%;ENERGISA PARAIBA - DISTR.DE ENERGIA S/A (*)
consultoria;DI SPREAD;SBIOA4;2026-05-19;2031-03-15;DI + 0,6300%;0.9136;0.7499;0.8335;0.03;0.8;0.86;1016.131006;99.34;821.0;--;SMARTFIT ESCOLA DE GINASTICA E DANCA S/A (*)
consultoria;IPCA SPREAD;SBSPC6;2026-05-19;2030-07-15;IPCA + 4,9500%;7.8312;7.429;7.6412;0.05;7.58;7.7;1382.626309;93.06;711.0;--;CIA. DE SANEAMENTO BÁSICO DO ESTADO DE SP - SABESP (*) (**)
consultoria;DI SPREAD;SMFTB3;2026-05-19;2032-10-09;DI + 0,6800%;1.3723;0.9456;1.1665;0.07;1.08;1.24;995.102294;98.05;1022.0;--;SMARTFIT ESCOLA DE GINASTICA E DANCA S/A (*)
consultoria;DI SPREAD;SNGO10;2026-05-19;2027-06-15;DI + 1,5500%;0.5099;0.2143;0.3837;0.03;0.34;0.42;363.828322;100.63;137.0;--;SANEAMENTO DE GOIÁS - SANEAGO
consultoria;DI SPREAD;SNGOA2;2026-05-19;2029-07-15;DI + 0,8000%;0.7042;0.4001;0.5796;0.04;0.53;0.62;1004.365439;100.32;371.0;--;SANEAMENTO DE GOIÁS - SANEAGO
consultoria;DI SPREAD;STBP15;2026-05-19;2029-08-15;DI + 0,5500%;0.9131;0.5405;0.6773;0.04;0.63;0.71;1031.694155;99.67;656.0;--;SANTOS BRASIL PARTICIPAÇÕES S/A (*)
consultoria;IPCA SPREAD;STBP45;2026-05-19;2039-08-15;IPCA + 6,5408%;7.8444;7.5938;7.6244;0.06;7.56;7.68;1017.588883;91.86;2089.0;--;SANTOS BRASIL PARTICIPAÇÕES S/A (*)
consultoria;DI SPREAD;SUMI15;2026-05-19;2028-10-30;DI + 3,2000%;56.6826;8.5611;14.7744;0.01;14.76;14.78;550.211727;87.34;314.0;--;GIGA MAIS FIBRA TELECOMUNICACOES S.A. (*) (**)
consultoria;DI SPREAD;SUZBB1;2026-05-19;2034-05-15;DI + 1,0000%;0.7;0.4519;0.5919;0.06;0.52;0.65;1020.574817;101.94;1199.0;15%;SUZANO S.A. (*)
consultoria;IPCA SPREAD;SUZBC1;2026-05-19;2036-05-15;IPCA + 6,1100%;7.6408;7.3697;7.5014;0.03;7.47;7.53;998.749694;90.97;1814.0;--;SUZANO S.A. (*)
consultoria;IPCA SPREAD;TAEB15;2026-05-19;2027-06-15;IPCA + 6,0661%;10.6618;10.3285;10.5264;0.13;10.38;10.66;896.113805;97.79;135.0;--;TEREOS ACUCAR E ENERGIA BRASIL S.A. (*)
consultoria;IPCA SPREAD;TAEE18;2026-05-19;2039-12-15;IPCA + 4,7742%;7.7585;7.468;7.6641;0.1;7.56;7.76;1158.096076;86.67;1279.0;--;TRANS. ALIANÇA DE ENERGIA ELÉTRICA S/A (*)
consultoria;IPCA SPREAD;TBEG11;2026-05-19;2035-07-15;IPCA + 5,3231%;9.2011;8.9342;9.0623;0.03;9.03;9.09;970.226448;86.15;1044.0;--;TIBAGI ENERGIA SPE S/A
consultoria;DI SPREAD;TFLEA7;2026-05-19;2031-02-10;DI + 1,4000%;1.2117;0.9699;1.0954;0.04;1.04;1.14;1048.629244;100.85;714.0;--;LOCALIZA FLEET S.A. (*)
consultoria;IPCA SPREAD;TRGP13;2026-05-19;2038-01-15;IPCA + 6,9928%;7.7346;7.4993;7.618;0.04;7.56;7.66;995.099489;95.43;2009.0;50%;TECP - TRANSMISSORA DE ENERGIA CENTRAL PAULISTANA S.A. (*)
consultoria;IPCA SPREAD;TRRG12;2026-05-19;2033-01-15;IPCA + 7,4367%;8.0003;7.7168;7.8504;0.04;7.8;7.89;1075.744577;98.38;1064.0;15%;TRSP - TERMINAL DE REGASEIFICACAO DE GNL DE SAO PAULO S.A. (*)
consultoria;DI SPREAD;TUPY25;2026-05-19;2031-07-17;DI + 1,0000%;9.6127;3.3946;7.4114;1.58;5.83;8.99;858.094647;81.83;799.0;--;TUPY S/A (*)
consultoria;DI SPREAD;UNIP29;2026-05-19;2031-09-05;DI + 1,2000%;2.2753;1.5576;1.59;0.23;1.35;1.82;1016.308154;98.67;869.0;--;UNIPAR CARBOCLORO S/A (*)
consultoria;IPCA SPREAD;UTPS12;2026-05-19;2028-04-15;IPCA + 4,5000%;8.7916;8.365;8.7378;0.47;8.26;9.2;597.755991;94.87;331.0;10%;USINA TERMELETRICA PAMPA SUL S.A.
consultoria;IPCA SPREAD;UTPS21;2026-05-19;2036-10-15;IPCA + 7,5000%;8.8417;8.4384;8.8256;0.3;8.51;9.13;1334.233756;93.63;1340.0;--;USINA TERMELETRICA PAMPA SUL S.A.
consultoria;DI SPREAD;VAMO22;2026-05-19;2026-08-20;DI + 2,0000%;2.8548;;2.5017;0.27;2.22;2.78;345.35225;99.87;66.0;--;VAMOS LOCACAO DE CAMINHOES, MAQUINAS E EQUIPAMENTOS S.A. (*) (**)
consultoria;DI SPREAD;VAMOA1;2026-05-19;2029-06-25;DI + 2,3500%;4.3277;2.6168;3.5972;0.32;3.26;3.92;1036.957067;97.52;519.0;--;VAMOS LOCACAO DE CAMINHOES, MAQUINAS E EQUIPAMENTOS S.A. (*)
consultoria;DI SPREAD;VBBR16;2026-05-19;2031-04-05;DI + 1,0700%;1.0999;0.8138;0.9858;0.04;0.93;1.03;1019.791304;100.27;829.0;--;VIBRA ENERGIA S.A (*)
consultoria;IPCA SPREAD;VERO44;2026-05-19;2034-10-15;IPCA + 8,7014%;;;;;;;866.85889;79.31;;--;VERO S.A. (*)
consultoria;DI SPREAD;VIXL45;2026-05-19;2028-10-26;DI + 2,5000%;1.3792;0.9161;1.1747;0.11;1.05;1.29;1026.599655;101.68;325.0;--;VIX LOGÍSTICA S/A
consultoria;IPCA SPREAD;VLIM13;2026-05-19;2028-12-15;IPCA + 5,7500%;8.1377;7.8849;8.0066;0.06;7.94;8.07;1215.818917;95.13;594.0;10%;VLI MULTIMODAL S/A (*)
consultoria;DI SPREAD;VLME11;2026-05-19;2030-10-06;DI + 3,0000%;;;;;;;781.619807;98.87;;--;VRENTAL LOCACAO DE MAQUINAS E EQUIPAMENTOS S.A. (*) (**)
consultoria;DI SPREAD;WIZC12;2026-05-19;2030-01-29;DI + 1,9500%;2.1014;1.7393;1.9229;0.07;1.84;2.0;1046.924867;100.04;453.0;--;WIZ SOLUCOES E CORRETAGEM DE SEGUROS S.A. (*)
consultoria;DI SPREAD;YDUQ18;2026-05-19;2030-06-02;DI + 0,8500%;1.1629;0.7381;0.966;0.09;0.87;1.05;1018.389866;99.64;781.0;35%;YDUQS PARTICIPACOES S.A (*) (**)
consultoria;DI SPREAD;AALM12;2026-05-19;2030-10-02;DI + 1,6000%;0.8348;0.601;0.7247;0.02;0.7;0.74;1038.984753;102.03;589.0;5%;AURA ALMAS MINERACAO S.A. (*)
consultoria;DI SPREAD;ADPA21;2026-05-19;2027-11-27;DI + 2,8500%;2.9825;2.0681;2.3946;0.27;2.11;2.67;1107.521281;100.58;330.0;35%;AGUAS DO PARA A SPE S.A. (*)
consultoria;DI SPREAD;AEGPA4;2026-05-19;2028-10-25;DI + 3,4700%;3.9502;2.8984;3.4601;0.28;3.17;3.74;1006.839291;100.01;326.0;15%;AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*)
consultoria;DI SPREAD;AEGPB3;2026-05-19;2032-08-22;DI + 1,8000%;4.115;3.5;3.849;0.1;3.74;3.95;965.088463;93.13;890.0;50%;AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*)
consultoria;IPCA SPREAD;AESLB7;2026-05-19;2039-04-15;IPCA + 6,2031%;7.9503;7.7293;7.8555;0.03;7.81;7.89;972.678597;87.82;2086.0;--;RGE SUL DISTRIBUIDORA DE ENERGIA S/A (*)
consultoria;IPCA SPREAD;AESLC2;2026-05-19;2033-03-15;IPCA + 6,5243%;7.9554;7.6692;7.771;0.05;7.72;7.82;964.425661;93.77;1384.0;45%;RGE SUL DISTRIBUIDORA DE ENERGIA S/A (*)
consultoria;IPCA SPREAD;AGEO15;2026-05-19;2037-06-15;IPCA + 7,6056%;7.9395;7.7273;7.7978;0.05;7.74;7.85;1058.898438;98.76;1757.0;--;AGEO TERMINAIS E ARMAZENS GERAIS S/A (*)
consultoria;IPCA SPREAD;ALIG15;2026-05-19;2036-04-15;IPCA + 6,1305%;7.6351;;7.343;0.22;7.12;7.56;966.138791;94.57;1226.0;--;ALIANCA GERACAO DE ENERGIA S.A (*)
consultoria;IPCA SPREAD;ANET11;2026-05-19;2029-03-15;IPCA + 5,6006%;;;;;;;;;;--;AMERICA NET S.A. (*)
consultoria;DI SPREAD;ANIM15;2026-05-19;2029-05-15;DI + 1,9200%;1.69;1.2535;1.4827;0.03;1.44;1.52;756.534401;100.74;437.0;--;ANIMA HOLDING S/A (*)
consultoria;IPCA SPREAD;APPT11;2026-05-19;2043-12-15;IPCA + 8,8958%;;9.1664;9.3551;0.01;9.34;9.36;1035.564287;97.35;1590.0;--;APIUNA PARTICIPACOES S/A (*)
consultoria;DI SPREAD;ARML26;2026-05-19;2030-11-05;DI + 1,5500%;2.8049;2.3792;2.5976;0.02;2.56;2.62;971.985564;96.62;841.0;10%;ARMAC LOCACAO LOGISTICA E SERVICOS S.A. (*)
consultoria;DI SPREAD;ASAI22;2026-05-19;2028-05-20;DI + 1,9500%;1.9341;1.653;1.8191;0.1;1.71;1.92;1079.528339;100.16;321.0;--;SENDAS DISTRIBUIDORA S/A (*)
consultoria;IPCA SPREAD;ATII12;2026-05-19;2041-09-15;IPCA + 7,3293%;8.9032;8.649;8.7665;0.08;8.68;8.85;0.952049;92.52;1443.0;--;ATHON GERACAO DISTRIBUIDA II S.A. (*)
consultoria;IPCA SPREAD;AURP13;2026-05-19;2037-07-15;IPCA + 6,9164%;8.1937;7.9086;8.0504;0.05;7.99;8.1;982.198346;92.66;1803.0;5%;AUREN PARTICIPACOES S.A. (*)
consultoria;DI SPREAD;BCBF16;2026-05-19;2027-10-07;DI + 1,4500%;4.8403;3.045;3.9987;0.17;3.82;4.17;663.996414;97.95;209.0;--;BCBF PARTICIPAÇÕES S/A (*) (**)
consultoria;DI PERCENTUAL;BHIAC0;2026-05-19;2050-11-28;100,0000% do DI;;;;;;;0.346121;26.42;;--;GRUPO CASAS BAHIA S.A. (*) (**)
consultoria;DI SPREAD;BRKMA8;2026-05-19;2029-11-09;DI + 1,7000%;;;;;;;471.375336;46.96;;35%;BRASKEM S/A (*)
consultoria;IPCA SPREAD;BRKP28;2026-05-19;2034-09-15;IPCA + 5,5365%;9.6719;9.2323;9.4787;0.07;9.39;9.55;1168.751319;81.95;1347.0;--;BRK AMBIENTAL PARTICIPACOES S/A (*)
consultoria;DI SPREAD;BRKPA4;2026-05-19;2030-10-15;DI + 1,9000%;2.9955;2.6974;2.8466;0.02;2.81;2.87;983.341389;97.01;822.0;35%;BRK AMBIENTAL PARTICIPACOES S/A (*)
consultoria;DI SPREAD;BSA312;2026-05-19;2029-11-05;DI + 0,5800%;0.6577;0.3047;0.5151;0.05;0.46;0.56;10079.762507;100.18;710.0;--;B3 S/A - BRASIL, BOLSA, BALCÃO (*) (**)
consultoria;IPCA SPREAD;CAJS12;2026-05-19;2037-09-15;IPCA + 6,8500%;8.7414;8.4558;8.629;0.05;8.57;8.68;952.660573;92.82;1115.0;--;CONCESSIONARIA AGUAS DE JUTURNAIBA S/A (*)
consultoria;IPCA SPREAD;CART13;2026-05-19;2035-12-15;IPCA + 6,8138%;8.6188;8.3619;8.4718;0.06;8.41;8.53;11697.961271;94.01;996.0;40%;CONCESSIONÁRIA AUTO RAPOSO TAVARES S/A (*)
consultoria;DI SPREAD;CBAN22;2026-05-19;2032-07-15;DI + 2,0000%;1.1504;0.8954;1.0271;0.01;1.01;1.04;910.121084;103.08;803.0;5%;CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A (*) (**)
consultoria;IPCA SPREAD;CCROA5;2026-05-19;2033-11-15;IPCA + 4,8791%;7.9061;7.5762;7.7698;0.07;7.69;7.84;906.394612;86.55;1318.0;--;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A. (*)
consultoria;DI SPREAD;CCROA7;2026-05-19;2029-07-12;DI + 0,7500%;0.6;0.3588;0.495;0.03;0.46;0.52;1055.522732;100.45;451.0;--;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A. (*)
consultoria;IPCA SPREAD;CCROB4;2026-05-19;2028-12-15;IPCA + 4,2500%;7.8858;7.5311;7.7438;0.15;7.59;7.89;804.092671;95.22;371.0;--;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A. (*) (**)
consultoria;IPCA SPREAD;CEEBC3;2026-05-19;2031-10-15;IPCA + 5,8224%;8.1173;7.9327;8.0071;0.09;7.91;8.1;1179.456907;92.36;974.0;--;CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*)
consultoria;DI SPREAD;CEPEA1;2026-05-19;2026-10-15;DI + 1,3900%;1.1165;0.3887;0.8061;0.19;0.6;1.0;1015.539641;100.23;104.0;--;COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*)
consultoria;IPCA SPREAD;CGOS28;2026-05-19;2036-09-15;IPCA + 6,6493%;8.255;8.0066;8.1374;0.13;7.99;8.27;1002.606167;91.18;1662.0;5%;EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*)
consultoria;IPCA SPREAD;CGOSA0;2026-05-19;2037-08-15;IPCA + 7,3239%;8.3317;8.0584;8.1944;0.04;8.15;8.23;997.744227;94.54;1739.0;--;EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*)
consultoria;DI SPREAD;CLCD18;2026-05-19;2031-07-30;DI + 0,6700%;1.2943;0.7038;0.9726;0.16;0.8;1.14;1032.028855;99.04;806.0;--;CELESC DISTRIBUIÇÃO S/A (*)
consultoria;IPCA SPREAD;CLCD27;2026-05-19;2034-07-15;IPCA + 6,9534%;7.8098;7.4323;7.5452;0.13;7.41;7.67;1084.064032;97.03;1369.0;5%;CELESC DISTRIBUIÇÃO S/A (*)
consultoria;IPCA SPREAD;CLNG11;2026-05-19;2028-06-27;IPCA + 8,7345%;;;10.1288;0.01;10.11;10.14;471.710114;99.28;141.0;--;CALANGO 6 ENERGIA RENOVAVEL S.A.
consultoria;IPCA SPREAD;CLTM14;2026-05-19;2042-01-15;IPCA + 7,2500%;9.1895;8.9029;9.0546;0.09;8.95;9.15;1029.22245;90.79;1424.0;15%;CONCESSIONARIA DAS LINHAS 8 E 9 DO SISTEMA DE TRENS METROPOLITANOS DE SAO PAULO S.A. (*)
consultoria;IPCA SPREAD;CMGD28;2026-05-19;2029-06-15;IPCA + 6,1052%;7.9183;7.6483;7.8674;0.07;7.79;7.93;1165.138892;96.21;589.0;35%;CEMIG DISTRIBUIÇÃO S/A (*)
consultoria;IPCA SPREAD;COMR14;2026-05-19;2038-11-15;IPCA + 7,9171%;8.974;8.7082;8.7852;0.16;8.61;8.95;1022.515063;95.67;1379.0;5%;COMERC PARTICIPACOES S.A. (*)
consultoria;DI SPREAD;CSANA2;2026-05-19;2029-01-27;DI + 0,6000%;2.7089;2.3222;2.5019;0.08;2.41;2.58;1119.455669;95.1;675.0;15%;COSAN S.A. (*)
consultoria;IPCA SPREAD;CSMGB8;2026-05-19;2030-09-15;IPCA + 7,1000%;8.7381;8.3638;8.5302;0.04;8.49;8.57;1117.951207;97.28;521.0;--;CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*)
consultoria;IPCA SPREAD;CXER12;2026-05-19;2027-12-15;IPCA + 7,0602%;;;;;;;;;;--;COMPLEXO MORRINHOS ENERGIAS RENOVAVEIS S.A.
consultoria;IPCA SPREAD;DESK19;2026-05-19;2032-09-15;IPCA + 8,1215%;8.4441;8.2003;8.2696;0.06;8.2;8.33;1039.607713;99.36;1178.0;5%;DESKTOP S/A (*)
consultoria;DI SPREAD;EBENA4;2026-05-19;2027-05-25;DI + 1,2000%;0.8999;0.5499;0.7783;0.01;0.76;0.79;716.509468;100.19;116.0;35%;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A. (*) (**)
consultoria;IPCA SPREAD;EDFT11;2026-05-19;2049-05-15;IPCA + 6,8209%;8.4816;8.2737;8.3722;0.03;8.33;8.4;1138.504238;90.38;1705.0;--;EDF OITI TRANSMISSORA S.A. (*)
consultoria;IPCA SPREAD;EEELB5;2026-05-19;2035-05-15;IPCA + 6,9249%;8.0669;7.8909;7.9393;0.04;7.89;7.98;984.662767;94.29;1560.0;--;CPFL TRANSMISSAO S.A (*)
consultoria;IPCA SPREAD;EGIE29;2026-05-19;2029-07-15;IPCA + 3,9000%;7.8798;7.5127;7.6795;0.03;7.64;7.71;1398.907033;93.06;503.0;--;ENGIE BRASIL ENERGIA S.A.
consultoria;IPCA SPREAD;EGIE49;2026-05-19;2029-07-15;IPCA + 3,7000%;7.9424;7.6368;7.8067;0.24;7.55;8.05;1361.121991;92.4;508.0;--;ENGIE BRASIL ENERGIA S.A.
consultoria;IPCA SPREAD;EKTRC1;2026-05-19;2029-07-15;IPCA + 6,6230%;8.0791;7.846;7.982;0.14;7.83;8.12;1167.710437;96.99;606.0;--;ELEKTRO REDES S.A. (*) (**)
consultoria;DI SPREAD;ELET25;2026-05-19;2031-04-15;DI + 1,0000%;0.9;0.65;0.7422;0.0;0.73;0.74;1022.133506;100.92;907.0;35%;CENTRAIS ELETRICAS BRASILEIRAS S/A ELETROBRAS (*)
consultoria;IPCA SPREAD;ELPLC8;2026-05-19;2029-06-15;IPCA + 8,3000%;11.4952;9.9707;10.798;0.13;10.66;10.93;1051.179768;93.27;769.0;--;ELETROPAULO METROP. ELETRIC. DE S.P. S/A (*)
consultoria;PREFIXADO;ELTN17;2026-05-19;2032-07-15;PREFIXADO + 13,2474%;14.0274;13.3308;13.699;0.25;13.44;13.95;1024.410301;98.32;1065.0;--;CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE (*)
consultoria;DI SPREAD;ELTN26;2026-05-19;2034-09-15;DI + 1,0500%;1.0872;0.6527;0.8768;0.05;0.81;0.93;1033.400103;100.78;1150.0;10%;CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE (*)
consultoria;IPCA SPREAD;ENERC7;2026-05-19;2040-09-15;IPCA + 6,9467%;8.0145;7.7549;7.844;0.05;7.79;7.89;975.460638;92.97;2173.0;40%;ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A. (*)
consultoria;IPCA SPREAD;ENEVA4;2026-05-19;2036-01-15;IPCA + 6,7078%;8.007;7.8009;7.9159;0.09;7.82;8.0;960.931367;92.33;1768.0;5%;ENEVA S.A. (*)
consultoria;DI SPREAD;ENGIB1;2026-05-19;2029-09-04;DI + 0,8000%;0.7159;0.5087;0.6339;0.03;0.59;0.67;1034.21145;100.43;667.0;--;ENERGISA S/A
consultoria;DI SPREAD;ENGIC4;2026-05-19;2032-09-15;DI + 0,7500%;0.8751;0.6939;0.7674;0.01;0.75;0.78;1024.120507;99.93;1008.0;--;ENERGISA S/A (*)
consultoria;IPCA SPREAD;ENMTA5;2026-05-19;2029-04-15;IPCA + 6,1566%;8.1123;7.8905;8.0027;0.08;7.91;8.08;1163.137085;96.96;449.0;35%;ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.
consultoria;IPCA SPREAD;ENMTB3;2026-05-19;2030-10-15;IPCA + 4,4744%;8.0468;7.8657;7.9072;0.11;7.79;8.02;1274.016313;90.33;788.0;--;ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.
consultoria;DI SPREAD;ENMTC3;2026-05-19;2030-03-25;DI + 0,7500%;0.75;0.5129;0.6298;0.01;0.61;0.64;1024.370434;100.35;756.0;--;ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.
consultoria;PREFIXADO;ENMTC4;2026-05-19;2032-05-15;PREFIXADO + 13,7000%;14.3255;13.6881;14.0934;0.09;13.99;14.18;986.306915;98.53;1078.0;5%;ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A. (*)
consultoria;IPCA SPREAD;ENSEA1;2026-05-19;2027-07-15;IPCA + 5,7360%;8.2444;8.029;8.124;0.02;8.1;8.14;1227.840716;97.55;279.0;--;ENERGISA SERGIPE - DIST.DE ENERGIA S/A
consultoria;IPCA SPREAD;ENSEB4;2026-05-19;2035-09-15;IPCA + 7,1536%;8.2203;7.9185;8.0833;0.05;8.02;8.13;989.259172;94.25;1714.0;--;ENERGISA SERGIPE - DIST.DE ENERGIA S/A (*)
consultoria;IPCA SPREAD;EQMAA0;2026-05-19;2031-12-15;IPCA + 6,3000%;8.1993;7.9738;8.0862;0.08;7.99;8.17;1082.749731;93.7;978.0;--;EQUATORIAL MARANHAO DISTRIBUIDORA DE ENERGIA S.A (*)
consultoria;IPCA SPREAD;EQPA19;2026-05-19;2037-06-15;IPCA + 7,0606%;8.3068;8.0188;8.0983;0.05;8.03;8.15;1001.818847;93.61;1710.0;40%;EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A. (*)
consultoria;DI SPREAD;ERDVA2;2026-05-19;2026-06-20;DI + 2,6500%;2.4607;;2.2242;0.31;1.91;2.53;1066.913089;100.03;23.0;--;ECORODOVIAS CONCESSÕES E SERVIÇOS S/A (*)
consultoria;DI SPREAD;ERDVA6;2026-05-19;2031-07-15;DI + 1,2000%;1.0255;0.9;0.9485;0.05;0.89;1.0;1058.449668;100.76;768.0;50%;ECORODOVIAS CONCESSÕES E SERVIÇOS S/A (*)
consultoria;IPCA SPREAD;ESSDA4;2026-05-19;2035-05-15;IPCA + 7,3000%;8.2537;7.9808;8.1332;0.09;8.03;8.22;994.727109;95.35;1542.0;--;ENERGISA SUL-SUDESTE - DISTRIBUICAO DE ENERGIA S.A (*)
consultoria;IPCA SPREAD;ESSDA5;2026-05-19;2035-10-15;IPCA + 7,2318%;8.2215;7.9059;8.0874;0.05;8.03;8.14;982.918342;94.65;1730.0;--;ENERGISA SUL-SUDESTE - DISTRIBUICAO DE ENERGIA S.A (*)
consultoria;IPCA SPREAD;ETSP12;2026-05-19;2039-04-15;IPCA + 4,8500%;8.5194;8.3299;8.3734;0.09;8.27;8.47;1124.465713;80.78;1563.0;--;EQUATORIAL TRANSMISSORA 7 SPE S.A.
consultoria;IPCA SPREAD;EUBE11;2026-05-19;2034-01-15;IPCA + 6,4449%;7.9445;7.6111;7.7775;0.02;7.75;7.8;868.647304;95.74;872.0;--;ENGIE SOLUCOES CIDADES INTELIGENTES E INFRAESTRUTURA DE UBERLANDIA S.A (*)
consultoria;IPCA SPREAD;FGEN13;2026-05-19;2027-12-15;IPCA + 6,4686%;8.0172;7.5274;7.6603;0.24;7.41;7.9;677.961744;99.12;199.0;--;FERREIRA GOMES ENERGIA S/A
consultoria;DI SPREAD;FLRYB0;2026-05-19;2031-10-21;DI + 0,5500%;1.1394;;0.7841;0.04;0.73;0.83;1001.602206;99.15;915.0;--;FLEURY S/A (*)
consultoria;IPCA SPREAD;FRAG14;2026-05-19;2031-06-15;IPCA + 7,5300%;8.9979;8.7307;8.8037;0.07;8.72;8.88;1080.248456;95.62;955.0;--;FERRARI AGROINDUSTRIA S/A (*)
